start-date,end_date,task-id,status
2006-01-01,2006-02-01,VZXEJFHZBSZYODDDISKAHQV5,SUBMITTED
2006-02-01,2006-03-01,J3VU3QPAQYDMWA3U4MQO24R2,SUBMITTED
2006-03-01,2006-04-01,VJKKGOMLORBQNTPBU7E54DYV,SUBMITTED
2006-04-01,2006-05-01,7SYPFEGJ3FTIFW6N5RLILQP3,SUBMITTED
2006-05-01,2006-06-01,DLOULXQAHYKNRFDPAA4G4LHE,SUBMITTED
2006-06-01,2006-07-01,6QEGI65PU7QLG25ZWTXJRXGI,SUBMITTED
2006-07-01,2006-08-01,SAELX5SUHEK7VK6CGSNETGJN,SUBMITTED
2006-08-01,2006-09-01,PHP2PWKZLVYD4OBQBVWCMKJG,SUBMITTED
2006-09-01,2006-10-01,OYXDSWZGUWGVJYDC2566SZ2V,SUBMITTED
2006-10-01,2006-11-01,4CHZGAMRI2EJMYNV5NBW3HS4,SUBMITTED
2006-11-01,2006-12-01,CHCJTPUJTNMMXXR7TRM2HZE7,SUBMITTED
2006-12-01,2007-01-01,2BL6WZXAEPOGQVHTTLDQUBFF,SUBMITTED
2007-01-01,2007-02-01,HJP3QYC5SC3NRVNZ7W5HQ5ZW,SUBMITTED
2007-02-01,2007-03-01,TWWZJROJTOQIH22YINGXTTWU,SUBMITTED
2007-03-01,2007-04-01,L53UZAQ5K42YLOWXULU52BIR,SUBMITTED
2007-04-01,2007-05-01,YOMXVTHPNTVW2OVX4ZSWOLJR,SUBMITTED
2007-05-01,2007-06-01,QVWGHIJZWQXZ5QQSU2WI7D4T,SUBMITTED
2007-06-01,2007-07-01,ASBDNIJR2NHFD7JC62HIEDUJ,SUBMITTED
2007-07-01,2007-08-01,2CTMI5K32BPO2JWVMKGUUIE2,SUBMITTED
2007-08-01,2007-09-01,GHLII3SGYITGWQABM76NITRQ,SUBMITTED
2007-09-01,2007-10-01,2PQJMBVCQVEKYKXH5USUOGSF,SUBMITTED
2007-10-01,2007-11-01,3QCQAJIO6CMX2QSVABA7WZBL,SUBMITTED
2007-11-01,2007-12-01,SMUJORXDYON2AESFNLO7JXTG,SUBMITTED
2007-12-01,2008-01-01,4KFGZHXPQ56TEJOG3ZCZPK2J,SUBMITTED
2008-01-01,2008-02-01,HLQCERJFJTBG5K3NZ7RXEGAQ,SUBMITTED
2008-02-01,2008-03-01,3242MUHDBNNMRU7KBOAEEJFJ,SUBMITTED
2008-03-01,2008-04-01,AANEQVICW2SVI2EZ2HW5US2J,SUBMITTED
2008-04-01,2008-05-01,UAR3O7WDVUSQ4MOSTGWADZ5S,SUBMITTED
2008-05-01,2008-06-01,ATJOQLOI3KIWD4CBHFJHHEVT,SUBMITTED
2008-06-01,2008-07-01,37Q2HFL2LQOZDGMJHCP4VJZK,SUBMITTED
2008-07-01,2008-08-01,PYCFHEZ5YHNBZFPLZVIDRK3V,SUBMITTED
2008-08-01,2008-09-01,LYZ6V2G6LZGYMHES66V2SKCX,SUBMITTED
2008-09-01,2008-10-01,E5OR5GAPRMNJH5LS7HGHMIXS,SUBMITTED
2008-10-01,2008-11-01,GO2CTZH6YFTL5E64QKYZ6OTC,SUBMITTED
2008-11-01,2008-12-01,LXDB2OQ3ROSSEONJHACIXXTZ,SUBMITTED
2008-12-01,2009-01-01,KA4JV5J5STC7Q6PLLRPJYLY2,SUBMITTED
2009-01-01,2009-02-01,7PVZGFU7HEPCNVD3ADJUCTUF,SUBMITTED
2009-02-01,2009-03-01,AIXU7XPG325RGYMBEPWHWDE2,SUBMITTED
2009-03-01,2009-04-01,3C6V5V43BOCIUL24EPW7OCRC,SUBMITTED
2009-04-01,2009-05-01,MBAOOL5FOZJMGX2N6YQ3BI7Y,SUBMITTED
2009-05-01,2009-06-01,IXQSZTGVZTIYMVGEBP2LFPHT,SUBMITTED
2009-06-01,2009-07-01,2O4MSRJIKWBUMLC7WVFC6OC3,SUBMITTED
2009-07-01,2009-08-01,HHSMXPG3Z3IRS4YN7ZCHHNAH,SUBMITTED
2009-08-01,2009-09-01,MIXDS6HEGNQPCULQAQ2G4PXJ,SUBMITTED
2009-09-01,2009-10-01,Z7KRRR75NITC7ZJGNRD7SYMA,SUBMITTED
2009-10-01,2009-11-01,D5EO2ESPPA2YVO6ZLK2AFA3W,SUBMITTED
2009-11-01,2009-12-01,G7AP3N6PVHA5JLQF2XAVDZMB,SUBMITTED
2009-12-01,2010-01-01,XF2S5LC7QFNZLVTYPB732BYA,SUBMITTED
2010-01-01,2010-02-01,OLPTQCCLB56DQZJBOVDW3AR3,SUBMITTED
2010-02-01,2010-03-01,PK6ONXE6TBH7C4IXQ3IFRGMX,SUBMITTED
2010-03-01,2010-04-01,MZXBSVG3YZVWHWHP52UBMSOX,SUBMITTED
2010-04-01,2010-05-01,L7ZH74G4PBXHKDKT7UJ76SWV,SUBMITTED
2010-05-01,2010-06-01,FNUHFVBBRMTZSNTDLAAPHRKB,SUBMITTED
2010-06-01,2010-07-01,33WEAE4BBL2O7R7IYBJB7FFB,SUBMITTED
2010-07-01,2010-08-01,S43PELJKFMBT252CLKN4VYTM,SUBMITTED
2010-08-01,2010-09-01,EACJ3PO7WHR36WR3QD76I3TE,SUBMITTED
2010-09-01,2010-10-01,3VDEZQAGCSE66H4NSHA2S27Q,SUBMITTED
2010-10-01,2010-11-01,MY4TGBP2OTHFDCCAZATJBCWK,SUBMITTED
2010-11-01,2010-12-01,FXJD6NNBW3VGRLKR3FX5HA7K,SUBMITTED
2010-12-01,2011-01-01,4OKQ7E2QGHE3HBIYT6FATOQK,SUBMITTED
2011-01-01,2011-02-01,QSTKYDJ63IV3WVPUAI4COZQN,SUBMITTED
2011-02-01,2011-03-01,C5ISYV5FTNHX3EYLGUMDCTZH,SUBMITTED
2011-03-01,2011-04-01,CNW43K36VTDQVKESALPXVXAR,SUBMITTED
2011-04-01,2011-05-01,V4E5DPRGZMT37UI266NROHKZ,SUBMITTED
2011-05-01,2011-06-01,PM64V35W76X2CMOP2ZN7DTBY,SUBMITTED
2011-06-01,2011-07-01,FL3Y7Z3AZESADMSGHOQTIBZH,SUBMITTED
2011-07-01,2011-08-01,YKTROJK7OAPWV5PIMI4IP3LD,SUBMITTED
2011-08-01,2011-09-01,NTBRNUQYEOUJMAV25QP7AV5Z,SUBMITTED
2011-09-01,2011-10-01,4Y4OQESMO6MEEADL3TRUA6KG,SUBMITTED
2011-10-01,2011-11-01,FLPODVO7GAQLAF7K6BI22VAS,SUBMITTED
2011-11-01,2011-12-01,O3B56NINWTLRISHUGTHI2ZOF,SUBMITTED
2011-12-01,2012-01-01,F72BBWE3736USYFMUKWI3QR5,SUBMITTED
2012-01-01,2012-02-01,N3ABIXPH7C43R57PPADF5I7P,SUBMITTED
2012-02-01,2012-03-01,6CRCKJRXEG2ANCP434VXWENN,SUBMITTED
2012-03-01,2012-04-01,3TWDTAGVEIF7DRF5DW3DNEXF,SUBMITTED
2012-04-01,2012-05-01,2SFTVBPNXWZSUZNBE3OG4XEQ,SUBMITTED
2012-05-01,2012-06-01,YOTNSKVNUV4Q4XYO2DRCPFT6,SUBMITTED
2012-06-01,2012-07-01,K5WGPIF5HYEHN43QOXIAQYZ5,SUBMITTED
2012-07-01,2012-08-01,CLR6RFOQU7MTORCQP2ZWOPA4,SUBMITTED
2012-08-01,2012-09-01,EHGVSL2Y4JQSJNLNRQMANTJZ,SUBMITTED
2012-09-01,2012-10-01,QTAN7WO2NC4XHZXTPCSFBJBC,SUBMITTED
2012-10-01,2012-11-01,E7JISX7337JP7YLPCGCQ3QVF,SUBMITTED
2012-11-01,2012-12-01,IRW2KUJXDMCAZGWPSF5E4ARL,SUBMITTED
2012-12-01,2013-01-01,JT6RQWCJOSWBBK4XY2H2EE3F,SUBMITTED
2013-01-01,2013-02-01,KZ2FONM3NWOH4LQZBVKJWH5H,SUBMITTED
2013-02-01,2013-03-01,DDI4LVADJ6X3OZRJHDSQKC7U,SUBMITTED
2013-03-01,2013-04-01,SAD6SARH3EK7XBHJQDJNV7FW,SUBMITTED
2013-04-01,2013-05-01,VVVJYTD5S2SLRGJP7SS2PNQX,SUBMITTED
2013-05-01,2013-06-01,QNN42HQXS23T43KE3RYHLLKT,SUBMITTED
2013-06-01,2013-07-01,LVJWWWXOP74XRTHJOKDYENXB,SUBMITTED
2013-07-01,2013-08-01,724FG7ATHBSI4YPQ3AU43IQK,SUBMITTED
2013-08-01,2013-09-01,FPKTJHUH6YWF7LQWKOI22FMP,SUBMITTED
2013-09-01,2013-10-01,CAFYTBTYYLXLENFFS6FCRIGA,SUBMITTED
2013-10-01,2013-11-01,R43JJ2X7WB3SIGYXE44QS53M,SUBMITTED
2013-11-01,2013-12-01,IUSGGGUG67XFMBFOIFKM7DXC,SUBMITTED
2013-12-01,2014-01-01,MZYJGE47EWIAG5EWVP77SHWI,SUBMITTED
2014-01-01,2014-02-01,UPII3KTDT2BKTX22HRM5HSZZ,SUBMITTED
2014-02-01,2014-03-01,7AIYWHN2TPUPTVWOQ3GFVXBC,SUBMITTED
2014-03-01,2014-04-01,OR6OOGOUNCBM6WSKKFEXYMVK,SUBMITTED
2014-04-01,2014-05-01,Q2KJYZG7KYMM52UNLHAAE7TS,SUBMITTED
2014-05-01,2014-06-01,6XOOC46JQHGERKHOUC4BNLYH,SUBMITTED
2014-06-01,2014-07-01,GHTVNV77YJN7MKE7T5ESSMA6,SUBMITTED
2014-07-01,2014-08-01,7DZVZGJJ5QXVKGB4BA5NK4TP,SUBMITTED
2014-08-01,2014-09-01,4SWHGIOUFDKY4HFR3CIFBBW4,SUBMITTED
2014-09-01,2014-10-01,E5J6KCSXOJLMM2EELRZFCHVX,SUBMITTED
2014-10-01,2014-11-01,IU73X2GIMWJKPHFV54YASIBL,SUBMITTED
2014-11-01,2014-12-01,Q7WRUJ6SBUJ5DWDNRY3KROYX,SUBMITTED
2014-12-01,2015-01-01,AP4XOKFFHE76Y7GS7FJ2JXMH,SUBMITTED
2015-01-01,2015-02-01,QCIOO7ZDTYKFGSAOYXV4B2VN,SUBMITTED
2015-02-01,2015-03-01,RT5GWHP23OS5C3F3XB4LT2NO,SUBMITTED
2015-03-01,2015-04-01,L3YR3DMLVKQ2LQT5AGROHE6X,SUBMITTED
2015-04-01,2015-05-01,UIG2D5JFTXNFSFOZO73PXB5V,SUBMITTED
2015-05-01,2015-06-01,ZT6TEQ2WMSN6NNJHYA3CSE35,SUBMITTED
2015-06-01,2015-07-01,6KCMOHQ42C7NB6O4M67DQ7KX,SUBMITTED
2015-07-01,2015-08-01,6FANAGMHDIEHJLLQNTB4U5OJ,SUBMITTED
2015-08-01,2015-09-01,5PAOQ7SNHFJ2UPOECMCY47R2,SUBMITTED
2015-09-01,2015-10-01,FZXARJ4STYRRG3LWEIXN23DO,SUBMITTED
2015-10-01,2015-11-01,PAMGW47XGQDYVYV44TSX5EQQ,SUBMITTED
2015-11-01,2015-12-01,PPAAC4BOQ2XNASCDI4O2T5GU,SUBMITTED
2015-12-01,2016-01-01,F3LB564AYS2VOS3TI7D5GP2Z,SUBMITTED
2016-01-01,2016-02-01,3AKVTSJCNISURQRY5EWB3QPP,SUBMITTED
2016-02-01,2016-03-01,PBZB22WYOQNM7RPTXELIO7KF,SUBMITTED
2016-03-01,2016-04-01,RQS3SVOBPLHOMAGZJAVYYPQL,SUBMITTED
2016-04-01,2016-05-01,AF7LTJAAABGPSIIJ333AAUTN,SUBMITTED
2016-05-01,2016-06-01,NJPTZ7TXEDRML3LILL2LW22Y,SUBMITTED
2016-06-01,2016-07-01,5DPZICLUWKUALFAUJYDLJ6UR,SUBMITTED
2016-07-01,2016-08-01,ALZVACKPIYGHOUYYLHYV7Z3H,SUBMITTED
2016-08-01,2016-09-01,RYPEISM7UBWDXMSJOVFUGWCC,SUBMITTED
2016-09-01,2016-10-01,KM27NA5ITG2PACSI2TNUHP2U,SUBMITTED
2016-10-01,2016-11-01,OATPF36GPW6KO7C3EU55LYRG,SUBMITTED
2016-11-01,2016-12-01,BNX2LM4VO3W3GVMVC6N4FGSW,SUBMITTED
2016-12-01,2017-01-01,HUJ4FKDDXCZ46VZVF7EZEQCA,SUBMITTED
2017-01-01,2017-02-01,62OH3H4GFKN2OU2YKFC6YP3Y,SUBMITTED
2017-02-01,2017-03-01,KYWEZB37J26FCCHAOQE7ECDT,SUBMITTED
2017-03-01,2017-04-01,JJBQ7PJYUAJ6V37MTINASAJT,SUBMITTED
2017-04-01,2017-05-01,7ILTXTDJHH2XFX23EF7D7J74,SUBMITTED
2017-05-01,2017-06-01,LPDVLEI6RWBADTBFGRFITHFU,SUBMITTED
2017-06-01,2017-07-01,H2PG4MMDVHGWIVU4FQK3THYT,SUBMITTED
2017-07-01,2017-08-01,JEX63EEJ6BPSYVUFUX566WUX,SUBMITTED
2017-08-01,2017-09-01,JDMVS7DOGGB4LPPFH5HAIIRO,SUBMITTED
2017-09-01,2017-10-01,O6F4Y6YE34U4AI5GNFU2DGT6,SUBMITTED
2017-10-01,2017-11-01,LNWG3D2XGEWX45RKB36J6O6W,SUBMITTED
2017-11-01,2017-12-01,7KHDOCFPMM4PSAOSP7OI2HM6,SUBMITTED
2017-12-01,2018-01-01,BM6UDI75CNNEEPGVDEWHRE2U,SUBMITTED
2018-01-01,2018-02-01,B2GJBHRZXDZ45JN4YXXZBM6I,SUBMITTED
2018-02-01,2018-03-01,SDPGH54PDIXL376ZBVAN67CB,SUBMITTED
2018-03-01,2018-04-01,QYBYGQZYA3PCYII2WU3RXVOC,SUBMITTED
2018-04-01,2018-05-01,2SHC5NYCVXTYQV5HRVAMXCUI,SUBMITTED
2018-05-01,2018-06-01,G6YPAK6EE6BIAXPCZSXKBRLX,SUBMITTED
2018-06-01,2018-07-01,MQQHCRECB776EM3W6PVZTX27,SUBMITTED
2018-07-01,2018-08-01,LEZDG2PO7DQDFJMOHYBVYONK,SUBMITTED
2018-08-01,2018-09-01,74ZX32J7UOBHIPAXVNDVUEQI,SUBMITTED
2018-09-01,2018-10-01,53FECO3UJBCLUBXGVOERKJG4,SUBMITTED
2018-10-01,2018-11-01,7ISTFGZHIJKPVIMSGAN4NNT7,SUBMITTED
2018-11-01,2018-12-01,ONIL5OAXOX3MDIIQXTXOCJEX,SUBMITTED
2018-12-01,2019-01-01,3BLKAGJBMAM6VLA7LV4BYOA3,SUBMITTED
2019-01-01,2019-02-01,C7BFIYJMHW65UO7LX6ZJUOCT,SUBMITTED
2019-02-01,2019-03-01,3LAF3ARQJ6MR4XPNZGRLXF2H,SUBMITTED
2019-03-01,2019-04-01,WAMARP6ZD6OW7GR7AFG7EISI,SUBMITTED
2019-04-01,2019-05-01,FKLL5JRFFM3P2UCFS4QZOUWD,SUBMITTED
2019-05-01,2019-06-01,ZRS5YHG3IYTRF67I2HMJMQ2E,SUBMITTED
2019-06-01,2019-07-01,73KTJLWVD7RNZRO2BHXZD4UV,SUBMITTED
2019-07-01,2019-08-01,7UQKRKFBNN4FCMWUM54V6J4U,SUBMITTED
2019-08-01,2019-09-01,RY5OMSKV53KGLDYPPVJI2QJE,SUBMITTED
2019-09-01,2019-10-01,UOWY5WZ6EAZV755NSNVQLJDM,SUBMITTED
2019-10-01,2019-11-01,RGETECI4XI2GX7CIXRZRHXS5,SUBMITTED
2019-11-01,2019-12-01,HXYDIN5CD4YVTL6PWUYVJORI,SUBMITTED
2019-12-01,2020-01-01,PZNXODRHSDEQMOA3QYXQY6PF,SUBMITTED
2020-01-01,2020-02-01,AYWZLHU554KFMF74SUHE2V47,SUBMITTED
2020-02-01,2020-03-01,W7BSWOL4HC53PGFIUFIZR5FP,SUBMITTED
2020-03-01,2020-04-01,DOTIDF3M6OTBYX6YD3FXLAGW,SUBMITTED
2020-04-01,2020-05-01,OINRR2BNPMZP32C3QTX7FMNY,SUBMITTED
2020-05-01,2020-06-01,TZEYCY3VHIHNAEILBOYLXSSC,SUBMITTED
2020-06-01,2020-07-01,5VHCBB4TK2XHHY34CPYBMHRJ,SUBMITTED
2020-07-01,2020-08-01,4XPIE5W4KP2MLT45XNLX7HD3,SUBMITTED
2020-08-01,2020-09-01,YUOJTWTPJ62QQCOWWJ6IFEG6,SUBMITTED
2020-09-01,2020-10-01,DMLRJTSV4ERIJCRTUEWERYZR,SUBMITTED
2020-10-01,2020-11-01,32XEBYPHLYCS5B2KCMYH7OZD,SUBMITTED
2020-11-01,2020-12-01,SCXVWPMQRLPSB5KFIROSQ4OK,SUBMITTED
2020-12-01,2021-01-01,MUVLDAHYNOJAI32TVRNRL46F,SUBMITTED
